"","x","y","z"
"1",2,3,4
"2",2.1,3.45,3.95333333333333
"3",2.235,3.92048,3.92036111111111
"4",2.403548,4.41945512916667,3.90344087614815
"5",2.60513871291667,4.95443294276516,3.90557284481885
"6",2.84006813590152,5.53258186281264,3.93049408622115
"7",3.10931950859263,6.16084641211068,3.98281000516699
"8",3.41447219894443,6.84600912191467,4.06816213774873
"9",3.75762589124146,7.59469498119855,4.1934328922804
"10",4.14133280023717,8.41330976084201,4.36698824012726
"11",4.56853049629765,9.3078983309291,4.59895837710184
"12",5.0424672797608,10.2839030706132,4.90155366085866
"13",5.56661085884604,11.3457956386914,5.28940801065375
"14",6.14452933683057,12.4965479620917,5.77993342241553
"15",6.77973119935668,13.7369009919937,6.39365592010627
"16",7.47544817862038,15.0643840326987,7.15448339128237
"17",8.23434176402821,16.4720359840221,8.0898273893076
"18",9.0581111860276,17.9467872827542,9.23046239734414
"19",9.94697879570026,19.4674849950785,10.6099566798067
"20",10.8990294156381,21.0025940667504,12.2634511061951
"21",11.9093858807493,22.507699219025,14.2255046487454
"22",12.9692172145769,23.9230800313415,16.5266866109843
"23",14.0646034962533,25.1718481661587,19.1886111817065
"24",15.1753279632439,26.1594165843033,22.2172355207768
"25",16.2737368253498,26.7753758935243,25.5945531668286
"26",17.3239007321673,26.8990782216931,29.2693859559568
"27",18.2814184811199,26.4101802765582,33.1488386061255
"28",19.0942946606637,25.2047977412893,37.0930251546046
"29",19.7053449687262,23.216500747288,40.9165561664945
"30",20.0564605465824,20.4390837891281,44.4003395639747
"31",20.094722870837,16.9453653170826,47.3156872851847
"32",19.7797871154615,12.8944778333565,49.4590598241652
"33",19.091256187251,8.52097670482348,50.6906518272757
"34",18.0342282390083,4.10383646687288,50.9656626042555
"35",16.6411890617947,-0.07888190844786,50.3466735031336
"36",14.9691819647705,-3.79684527604183,48.9909686555296
"37",13.0925792406893,-6.90105311749557,47.116186146424
"38",11.0932160048708,-9.33484440533884,44.9562286680025
"39",9.05040996384981,-11.1224870337068,42.7218614499196
"40",7.03312026409415,-12.3436509788974,40.5759811365286
"41",5.09544313979499,-13.1046983468303,38.625811154562
"42",3.27542899113246,-13.5150835288847,36.9280470708693
"43",1.59637773913075,-13.6723645356971,35.5006221848986
"44",0.0695035116479661,-13.6553791531961,34.3356763427739
"45",-1.30298475483644,-13.523228879209,33.4105673389263
"46",-2.5250091672737,-13.3174977228406,32.6958244872127
"47",-3.60425802283039,-13.065752746831,32.1602038725735
"48",-4.55040749523044,-12.7851507375193,31.7735218775924
"49",-5.37388181945933,-12.485588607792,31.5080044182932
"50",-6.0850524982926,-12.1722167100536,31.3387517433853
"51",-6.6937689194687,-11.8473297465804,31.2437374739077
"52",-7.20912500217987,-11.511728158257,31.2036040176338
"53",-7.63938531778758,-11.1656590584684,31.2014027833368
"54",-7.99201269185566,-10.8094349736902,31.222353094528
"55",-8.27375492003911,-10.4438097556622,31.2536484270224
"56",-8.49076040360142,-10.0701727612941,31.2843130258004
"57",-8.64870163937068,-9.69060788375612,31.305098919836
"58",-8.75289226380923,-9.30785366045589,31.3084080448811
"59",-8.80838840347389,-8.92519373203569,31.288223566657
"60",-8.82006893633007,-8.54630229138962,31.240036667893
"61",-8.79269227183603,-8.17506580080519,31.1607587770236
"62",-8.73092962473294,-7.81539935007841,31.0486135885212
"63",-8.63937659726749,-7.47107304963379,30.9030075766411
"64",-8.52254624250412,-7.14556056194422,30.7243815112122
"65",-8.38484767444813,-6.84191828220948,30.514048374091
"66",-8.23055473522427,-6.56269997275791,30.2740248434221
"67",-8.06376925897763,-6.30990811359988,30.0068641276306
"68",-7.88838314443985,-6.08498013987056,29.7154975149613
"69",-7.70804284398293,-5.88880532165836,29.4030907955917
"70",-7.52611909175047,-5.72176642877759,29.0729200115681
"71",-7.34568382545318,-5.58379952665998,28.7282691001746
"72",-7.16949539557386,-5.47446518589608,28.3723501828455
"73",-6.99999237460608,-5.3930249048226,28.0082457074047
"74",-6.83929562762773,-5.33851745688481,27.6388704873055
"75",-6.68921781055344,-5.30983099728776,27.2669509319862
"76",-6.55127912922687,-5.30576793613255,26.8950184012474
"77",-6.42672800991744,-5.3251006856321,26.5254135779925
"78",-6.31656527748891,-5.36661733738938,26.1602989532326
"79",-6.22157048347895,-5.42915708154519,25.8016768684556
"80",-6.14232914328558,-5.5116357338134,25.4514109864506
"81",-6.07925980233836,-5.61306210219709,25.1112495014283
"82",-6.03264003232423,-5.73254612902463,24.7828488094494
"83",-6.00263064199427,-5.86929981835594,24.4677967138484
"84",-5.98929755963044,-6.02263193696444,24.1676345241796
"85",-5.99263099736384,-6.19193738951423,23.8838776178276
"86",-6.01256163657888,-6.37668204138258,23.6180341740269
"87",-6.04897367705925,-6.57638361714921,23.371621867493
"88",-6.10171467106824,-6.79058915588783,23.146182331597
"89",-6.1706021195502,-7.01884936910881,22.9432931775312
"90",-6.25542684450606,-7.26069013378442,22.7645772940686
"91",-6.3559531734339,-7.51558126981677,22.6117090592853
"92",-6.47191598307219,-7.78290270615882,22.4864169772586
"93",-6.60301465538085,-8.06190813998599,22.3904821153852
"94",-6.74890400384136,-8.35168634660345,22.3257315682949
"95",-6.90918223811757,-8.65112041251347,22.2940260207079
"96",-7.08337605555716,-8.9588453490772,22.2972403350952
"97",-7.27092298490917,-9.27320480819626,22.3372359658036
"98",-7.47115116723787,-9.59220797185786,22.4158239198857
"99",-7.68325684769987,-9.91348812852936,22.5347169732087
"100",-7.90627997578282,-10.2342649796462,22.6954699427377
"101",-8.13907847616916,-10.5513133275764,22.8994070536856
"102",-8.38030196130988,-10.8609414569511,23.1475358709186
"103",-8.62836591087401,-11.1589831889629,23.4404479376277
"104",-8.8814276386829,-11.4408081929116,23.7782072274343
"105",-9.13736569410576,-11.701355581133,24.1602288023033
"106",-9.39376468280849,-11.9351959614722,24.5851516848577
"107",-9.64790781067486,-12.1366268168568,25.0507118629809
"108",-9.89677971129305,-12.299805149219,25.5536234465841
"109",-10.1370822550856,-12.4189195961271,26.089478108545
"110",-10.3652659891898,-12.488401575804,26.6526747869694
"111",-10.5775795478512,-12.503171402116,27.2363928337805
"112",-10.7701387332777,-12.4589108435348,27.8326219259427
"113",-10.9390159443034,-12.3523485858845,28.4322606570883
"114",-11.0803492084615,-12.1815400378258,29.0252924208718
"115",-11.1904682913979,-11.9461186568071,29.6010417981415
"116",-11.2660333279389,-11.647493395486,30.1485073038672
"117",-11.3041793346936,-11.2889669126242,30.6567575969023
"118",-11.3026580924866,-10.8757526002561,31.1153691258222
"119",-11.2599675432636,-10.4148755536429,31.5148750805253
"120",-11.1754583443015,-9.91495300485308,31.8471900187228
"121",-11.0494078103567,-9.38586235683606,32.1059730611379
"122",-10.8830532650046,-8.83831802515919,32.2868959878331
"123",-10.6785797410201,-8.28338967113637,32.3877909532328
"124",-10.4390607340317,-7.73200201861477,32.408664899105
"125",-10.16835486249,-7.19445879205112,32.3515822218086
"126",-9.87096525544612,-6.68002988168408,32.2204314629718
"127",-9.55187171806991,-6.19663225952738,32.020603385967
"128",-9.21634777221566,-5.75062305921216,31.7586149932785
"129",-8.86977530091531,-5.34670979942086,31.4417160136639
"130",-8.51746875076586,-4.98797022451904,31.0775113985002
"131",-8.16451889814118,-4.67596445060534,30.6736265663778
"132",-7.8156634533876,-4.41091605982165,30.2374331925144
"133",-7.475188714031,-4.19193665090212,29.7758439951611
"134",-7.14686350771811,-4.01726959448802,29.295176664051
"135",-6.8339041163951,-3.88453239017959,28.8010807276648
"136",-6.53896694377355,-3.79094197745427,28.2985171271756
"137",-6.26416444714163,-3.73351262141221,27.7917784465476
"138",-6.01109926456868,-3.70922083572074,27.2845377248997
"139",-5.78091142168389,-3.71513577492035,26.779914998613
"140",-5.57433385700753,-3.74851645037058,26.2805526403267
"141",-5.39175211634384,-3.80687902219057,25.7886927248798
"142",-5.23326480692851,-3.88803843877382,25.306251732462
"143",-5.09874217011304,-3.99012903445839,24.8348897002259
"144",-4.98788085654758,-4.11160855769898,24.3760723666084
"145",-4.90025362666272,-4.25124966480307,23.9311259063111
"146",-4.83535323047675,-4.40812231849537,23.5012845646875
"147",-4.79263013927861,-4.58156987744176,23.0877319278932
"148",-4.77152411309493,-4.77118101881329,22.6916367752811
"149",-4.77148980366676,-4.97675903990328,22.3141845140657
"150",-4.79201672729042,-5.19828955567091,21.9566051438327
"151",-4.83264401012847,-5.43590715251795,21.6201985783712
"152",-4.89297032436741,-5.6898611722532,21.3063579910169
"153",-4.97265940915599,-5.9604804776496,21.0165916632459
"154",-5.07144151600535,-6.24813678461049,20.7525436121954
"155",-5.18911104286587,-6.55320592886989,20.5160130520751
"156",-5.32552053146627,-6.8760262627426,20.3089725032031
"157",-5.4805711045939,-7.21685324853781,20.1335840934891
"158",-5.65419931898829,-7.57580923319185,19.992213291463
"159",-5.84636031040865,-7.95282736240007,19.8874389577617
"160",-6.05700701560779,-8.34758863770716,19.822058194692
"161",-6.28606517781773,-8.75945126020992,19.7990840055869
"162",-6.53340378605695,-9.1873716721947,19.8217332475406
"163",-6.79880057467072,-9.62981714511178,19.8934017829431
"164",-7.08190223171483,-10.0846704198282,20.0176231321329
"165",-7.38217905052616,-10.5491278411793,20.1980063481322
"166",-7.69887392959147,-11.019593703659,20.4381483510201
"167",-8.03094590699823,-11.4915751918201,20.7415156884575
"168",-8.37700883548042,-11.9595843886299,21.1112907909491
"169",-8.73526639079536,-12.4170563238363,21.550178477446
"170",-9.10344538409946,-12.8562948523239,22.060169999163
"171",-9.4787303309219,-13.2684610838352,22.6422645794854
"172",-9.85770340621323,-13.6436217653517,23.2961525025659
"173",-10.2362952421271,-13.9708768826758,24.019869536658
"174",-10.609753406182,-14.2385860190986,24.8094398879719
"175",-10.9726366674736,-14.4347107190698,25.6585336894461
"176",-11.3188440726332,-14.5472842028275,26.5581744855986
