"","x","y","z"
"177",-11.6416880856527,-14.5650093425737,27.4965409150369
"178",-11.9340202113448,-14.4779703854583,28.4589127812778
"179",-12.1884152287561,-14.2784239375336,29.4278123524368
"180",-12.3974160996339,-13.9616119999558,30.3833842873339
"181",-12.5538356896661,-13.5265178126021,31.3040398401893
"182",-12.6511039019597,-12.9764689018176,32.1673622651784
"183",-12.6836404019455,-12.3194868826607,32.9512325016814
"184",-12.647225050017,-11.5682954878566,33.6350923838647
"185",-12.5393320938009,-10.7399297174143,34.2012249517618
"186",-12.3593918561623,-9.85493822965505,34.6359077402889
"187",-12.1089464935115,-8.93623100652279,34.930293966867
"188",-11.7916749448127,-8.00768310816658,35.0809028922003
"189",-11.4132757611481,-7.09264922487881,35.089652111134
"190",-10.9812131075211,-6.21256118668024,34.9634316696434
"191",-10.504347915437,-5.38576630357328,34.7132880751308
"192",-9.99248975425067,-4.62672150456026,34.353340023567
"193",-9.45591292928163,-3.94559743860702,33.8995756285728
"194",-8.90488138021417,-3.34828272958598,33.3686792034788
"195",-8.34922151515135,-2.83672538753611,32.7770083633965
"196",-7.79797190238983,-2.40951512360346,32.1397992934212
"197",-7.25912622451119,-2.06259958665111,31.4706312912524
"198",-6.73947356072518,-1.7900360845652,30.7811411643203
"199",-6.24452981310919,-1.58470145026374,30.0809497419185
"200",-5.77854697682464,-1.43890890873119,29.3777482366445
"201",-5.3445831700153,-1.344905990567,28.6774896442453
"202",-4.94461545207047,-1.2952479331564,27.9846362062898
"203",-4.57967870017906,-1.28305513434265,27.3024242702343
"204",-4.25001634359542,-1.30217131011292,26.6331194257271
"205",-3.95523184024717,-1.34724224481583,25.9782454012091
"206",-3.69443288070403,-1.41373490399071,25.3387787447424
"207",-3.4663630830327,-1.49791458803332,24.7153074653549
"208",-3.26951823353276,-1.59679481156506,24.1081557579071
"209",-3.10224589133599,-1.70807142056533,23.5174791018791
"210",-2.96282844425893,-1.83004952674991,22.9433349012946
"211",-2.84955055250802,-1.96156934335777,22.3857338651826
"212",-2.760752431593,-2.10193500158815,21.8446768721726
"213",-2.69487068859251,-2.25084888449617,21.3201813772482
"214",-2.65046850818288,-2.40835286976689,20.812300674021
"215",-2.62625694434128,-2.57477704816717,20.3211386237595
"216",-2.62110895472387,-2.75069590782535,19.8468618548214
"217",-2.63406765003402,-2.93689158276138,19.3897109421167
"218",-2.66435004330675,-3.13432350558189,18.9500116947584
"219",-2.71134738953427,-3.34410363785603,18.5281873992432
"220",-2.77462301436644,-3.56747634516967,18.1247726686184
"221",-2.85390834744677,-3.80580191197549,17.7404294171604
"222",-2.94909770389964,-4.06054263413159,17.3759653978226
"223",-3.06024219692283,-4.33325036830459,17.0323556901363
"224",-3.18754301406101,-4.6255543438004,16.7107674946685
"225",-3.33134414703495,-4.93914794242719,16.4125885624915
"226",-3.49212452657417,-5.27577301571922,16.1394595500518
"227",-3.67048937548868,-5.63720012759892,15.8933105254987
"228",-3.8671604506997,-6.02520287720791,15.676401743244
"229",-4.08296469335052,-6.44152416632421,15.4913686261659
"230",-4.31882064064789,-6.88783192727598,15.3412706202262
"231",-4.5757217693107,-7.36566142530065,15.2296431773218
"232",-4.8547157349097,-7.87634080820159,15.1605515325511
"233",-5.15687824223888,-8.42089612514443,15.1386441149006
"234",-5.48328003052944,-8.99993162718859,15.1692022985824
"235",-5.83494519019535,-9.61348087903617,15.2581816909618
"236",-6.21279875907944,-10.2608241848125,15.4122381860311
"237",-6.61760130165274,-10.9402682527385,15.6387295253623
"238",-7.04986799676131,-11.6488851660415,15.9456800723169
"239",-7.50976971368933,-12.3822099571901,16.3416929643553
"240",-7.9970137380394,-13.1338998685099,16.8357899385563
"241",-8.51070235108646,-13.895364282182,17.4371553170199
"242",-9.04916854419602,-14.6553829101362,18.1547576032217
"243",-9.60978998079004,-15.399741659104,18.996821034138
"244",-10.1887851486214,-16.1109308327269,19.9701219709184
"245",-10.780999717032,-16.7679685444791,21.0790935130168
"246",-11.3796965997767,-17.3464317678121,22.324738994002
"247",-11.9763701165802,-17.8187949338619,23.7033839268929
"248",-12.5606125983084,-18.1551856279271,25.2053385204362
"249",-13.1200699012703,-18.32466037353,26.8135986931189
"250",-13.6405289484962,-18.2970704505671,28.5027776448133
"251",-14.1061830987033,-18.0455182158741,30.2385207658213
"252",-14.5001166104204,-17.5492931957861,31.9776940527071
"253",-14.805034268957,-16.7970299877799,33.6696235223285
"254",-15.0042338408393,-15.7896699825006,35.2585729409242
"255",-15.0827774550054,-14.5426800251114,36.6874633360374
"256",-15.028767712016,-13.0869424634006,37.9025710445908
"257",-14.8345851871545,-11.4678386389577,38.8586420001647
"258",-14.4979105323348,-9.74232575488553,39.5236178388486
"259",-14.0223520545899,-7.97421869297224,39.8820883681912
"260",-13.4175387184281,-6.22832824361728,39.9367390304376
"261",-12.698617670947,-4.56442838005443,39.7074476765574
"262",-11.8851987418578,-3.0321000767817,39.2282017140298
"263",-10.9998888753502,-1.66728498716476,38.5424874551665
"264",-10.0666284865316,-0.490950232527064,37.698087285519
"265",-9.10906066113116,0.490229687130958,36.7422270938674
"266",-8.14913162630494,1.28166215937387,35.7177790517846
"267",-7.20605224773706,1.89777751133745,34.6608606073651
"268",-6.29566927182961,2.35878483173974,33.5998161521559
"269",-5.43022386147268,2.68774288819258,32.5553197629247
"270",-4.61842718650615,2.90822952004337,31.5412274469304
"271",-3.8657615158512,3.04269623598799,30.5658135855459
"272",-3.17491574066728,3.11145750778662,29.6331018431296
"273",-2.54627841582189,3.1321925401874,28.7440996398006
"274",-1.97843132022096,3.11981746330598,27.8978359734798
"275",-1.46860644186827,3.08659804357424,27.0921702350259
"276",-1.01308599332402,3.04239961672889,26.3243823843893
"277",-0.607537432318725,2.99500017319618,25.5915767297609
"278",-0.247283671767234,2.95041809856884,24.8909389364838
"279",0.0724865052663741,2.91322571722781,24.2198846626376
"280",0.356560426462517,2.88683353355862,23.5761327671469
"281",0.609587737172128,2.87373895809463,22.9577291993148
"282",0.836002859264378,2.87573863298967,22.36304104762
"283",1.03997643663691,2.89410638467723,21.7907345435469
"284",1.22538943144094,2.92974021846581,21.2397463135041
"285",1.39582451014343,2.98328225049407,20.7092538054831
"286",1.55457028417849,3.05521545034454,20.198648422196
"287",1.7046348007951,3.14594078923393,19.7075132691128
"288",1.84876539963898,3.25583799600761,19.2356063834422
"289",1.98947265927584,3.38531269271862,18.7828496862222
"290",2.12905666262012,3.5348322512484,18.3493235650423
"291",2.26963422148295,3.70495229836229,17.9352668515321
"292",2.41316602917088,3.89633540321724,17.5410819340778
"293",2.56148296657552,4.10976310697071,17.1673447915021
"294",2.71631098061504,4.34614209389454,16.814819812347
"295",2.87929409194299,4.60650495059439,16.4844793522807
"296",3.05201517780813,4.8920056067547,16.1775280611074
"297",3.23601422070278,5.20390918865426,15.8954320664286
"298",3.43280371749793,5.54357563645272,15.6399531193678
"299",3.64388090939341,5.91243602889102,15.4131877733818
"300",3.87073642134317,6.31196011642905,15.2176115604951
"301",4.11485879085176,6.74361308011023,15.0561279246759
"302",4.37773421977761,7.20879900727721,14.9321213356658
"303",4.66084069852757,7.70878801329201,14.8495134943579
"304",4.96563543000401,8.24462336026843,14.8128207969284
"305",5.29353422303045,8.81700436939159,14.8272101809916
"306",5.64588123766657,9.42614046289476,14.8985490532383
"307",6.02390716018939,10.0715714191311,15.0334431076493
"308",6.42867358608356,10.7519490540082,15.2392534033059
"309",6.86100113287602,11.4647763093168,15.5240810213753
"310",7.3213786505201,12.2061014886838,15.8967039599359
"311",7.80985093433647,12.9701686060834,16.3664467627909
"312",8.32588270151116,13.7490300862153,16.942959016517
"313",8.86819743998158,14.532136047896,17.6358748936503
"314",9.43459130077301,15.3059257647748,18.4543234134605
"315",10.0217247471732,16.0534620799606,19.4062596631411
"316",10.6248984804519,16.7541684612078,20.4975931875028
"317",11.2378254785275,17.3837498840141,21.7311040927499
"318",11.8524179190762,17.9143999666613,23.1051634571992
"319",12.4586161238347,18.3154124505031,24.6123153167507
"320",13.0442957565015,18.55431695617,26.2378338370093
"321",13.5952978764684,18.5986359526298,27.9584382473839
"322",14.0956316840845,18.4183000371743,29.7414198528403
"323",14.5278985193935,17.9886529082727,31.5444910591409
"324",14.8739739582814,17.293826315089,33.3166778704169
"325",15.1159591939622,16.3300867700466,35.0005123497026
"326",15.2373719515706,15.1085913121968,36.5356146062094
"327",15.2244938876332,13.6569020531741,37.8634838049259
"328",15.0677347041873,12.0186675436538,38.9329851217867
"329",14.762827988134,10.2511276748181,39.7057131256618
"330",14.3116579568024,8.42052210454408,40.1602504544549
"331",13.7225443715766,6.59598343176655,40.2944267641154
"332",13.0098882775956,4.84291542951217,40.1250454702383
"333",12.1931909927872,3.21703140593139,39.6851021444566
"334",11.2955750341016,1.76007426969621,39.0190915375609
"335",10.3420249576611,0.497803774297711,38.1773929396821
"336",9.35760283932476,-0.559722781306422,37.2108121185352
"337",8.36587027726164,-1.41603676982228,36.1661471604984
"338",7.38767957255325,-2.08504568022164,35.0832527703101
"339",6.44040704727576,-2.58748324140394,33.9936628693057
"340",5.53761801840779,-2.94762469481462,32.9205207397645
"341",4.68909374708555,-3.19062809095116,31.879411990489
"342",3.90112156328188,-3.34063107511135,30.8796827951037
"343",3.17694629944255,-3.41956469083415,29.9259025080134
"344",2.51729520041488,-3.44655393238501,29.0192407072306
"345",1.92091028713489,-3.43774569046495,28.1586343516515
"346",1.38504468937491,-3.4064154571401,27.3417014249937
"347",0.905898674723407,-3.36323357311535,26.5654090106067
"348",0.478985449939532,-3.31660529662358,25.8265306152905
"349",0.0994263752832205,-3.27302864154569,25.1219370754134
"350",-0.237819126399671,-3.23743680148595,24.4487644996621
"351",-0.537780893908299,-3.21350795071439,23.8044966902568
"352",-0.805353599588908,-3.20393548641034,23.1869917436331
"353",-1.04521178827105,-3.21065786678739,22.5944749735712
"354",-1.26175639612269,-3.2350504729137,22.0255138154473
"355",-1.45908580380179,-3.27808342975362,21.4789852366285
"356",-1.64098556639697,-3.34044979613225,20.9540423469454
"357",-1.8109319893705,-3.422668446272,20.4500841833675
"358",-1.97210563506065,-3.52516560250322,19.966730802928
"359",-2.12741163180491,-3.64833850099324,19.5038046376754
"360",-2.27950431872374,-3.79260416438227,19.0613183583085
"361",-2.43081430328959,-3.95843575679777,18.6394691111394
"362",-2.58357644864041,-4.14638852294005,18.2386388240718
"363",-2.73985765607037,-4.35711686611866,17.8594002394444
"364",-2.9015835770752,-4.59138369636851,17.5025283664328
"365",-3.07056358900453,-4.85006277233254,17.1690171119556
"366",-3.24851350733733,-5.13413436150082,16.8601009171679
"367",-3.43707559275368,-5.44467414429536,16.5772812742616
"368",-3.63783544790785,-5.78283488020366,16.3223580063999
"369",-3.85233539113743,-6.14981993132458,16.0974651433952
"370",-4.08208384515615,-6.54684729473479,15.9051110959437
"371",-4.32856019011401,-6.97510232782951,15.7482225958372
"372",-4.59321440388556,-7.43567686384919,15.6301914958637
"373",-4.87746064988192,-7.92949192115575,15.5549229700441
"374",-5.18266377700931,-8.45720073692778,15.5268828723662
"375",-5.51011747300115,-9.01906845279633,15.5511409415781
"376",-5.86101257098067,-9.61482452643575,15.6334051165222
"377",-6.23639376652618,-10.2434839618943,15.780040387587
"378",-6.63710278606299,-10.9031339218159,15.9980633058594
"379",-7.06370589963828,-11.590683457306,16.2951004896628
"380",-7.51640365540506,-12.3015762999914,16.6792962677873
"381",-7.99492091986369,-13.0294703261371,17.1591511646646
"382",-8.49837586049103,-13.7658929143028,17.7432696491253
"383",-9.0251275658722,-14.4998894813741,18.4399931122255
"384",-9.57260375742239,-15.2176934034882,19.2568934851706
"385",-10.137112722029,-15.9024594122073,20.2001058161014
"386",-10.7136473910468,-16.534118883706,21.2734865638624
"387",-11.2956945403127,-17.0894326261281,22.4776007852428
"388",-11.8750683488943,-17.5423316464624,23.8085682057563
"389",-12.4417946786511,-17.8646437203615,25.2568369266099
"390",-12.9840795828221,-18.0272960004497,26.8060035669936
"391",-13.4884012245849,-18.0020524875228,28.4318552645364
"392",-13.9397663508787,-17.7637815918574,30.1018615256595
"393",-14.3221678749766,-17.2931491902429,31.7753748672939
"394",-14.6192660065032,-16.5795021719369,33.4047853953962
"395",-14.8152896230466,-15.623567196184,34.937792643255
"396",-14.8961173803603,-14.4394774506775,36.3207949023342
"397",-14.850453387392,-13.05560730054,37.5031618817688
"398",-14.6709687787068,-11.5137886019541,38.4418944415293
"399",-14.3552507610315,-9.86672364251225,39.1059615874609
"400",-13.9063980491796,-8.17376777078329,39.4795288659092
"401",-13.33313502134,-6.49564111481165,39.5634181113056
"402",-12.6493856306871,-4.88891855380107,39.374466228677
"403",-11.8733389229985,-3.40122927156543,38.9428986236194
"404",-11.0261279578552,-2.0679295372673,38.3082608059508
"405",-10.1303081157964,-0.910648215201056,37.5147197413161
"406",-9.2083421257369,0.0623286931007883,36.6065786849319
"407",-8.28127504385313,0.854228616799058,35.6246638140305
"408",-7.36772467778791,1.47710571224008,34.6039317577292
"409",-6.48324163878511,1.94889416493617,33.5723311621121
"410",-5.64002805841298,2.29067291743985,32.5507174797921
"411",-4.8469579608277,2.52442793098483,31.5535037517276
"412",-4.10981937164645,2.67142048465765,30.5897190244486
"413",-3.43169538601604,2.75113905394908,29.66420262722
"414",-2.81341194201952,2.78073802818186,28.7787465118503
"415",-2.25399694499939,2.77483999526249,27.9330796557731
"416",-1.7511132509732,2.74558321279541,27.1256527228973
"417",-1.30144360459634,2.70281656963859,26.3542237121643
"418",-0.901017587172845,2.6543695536982,25.6162687797837
"419",-0.54547887308574,2.60634802063614,24.9092519424821
"420",-0.230296183713551,2.56342516275571,24.2307881462043
"421",0.049075950933375,2.52911056007279,23.5787303253166
"422",0.297079411847316,2.50598923460824,22.9512053683657
"423",0.517970394123408,2.49592827165919,22.3466180032884
"424",0.715766181876987,2.50025183395227,21.7636363593731
"425",0.894214747084515,2.51988709753123,21.2011686802124
"426",1.05678198212919,2.55548437884686,20.6583373841094
"427",1.20665222180095,2.60751490277183,20.1344542856716
"428",1.34673848989804,2.67634953586283,19.6289991412284
"429",1.47969959449452,2.76232153105897,19.1416025934527
"430",1.60796178815097,2.86577598625178,18.672033918121
"431",1.73374320796105,2.98710835659756,18.2201935964307
"432",1.8590797228247,3.1267940023052,17.7861105554395
"433",1.98585115077275,3.28541040985771,17.3699438672325
"434",2.11580707668124,3.46365339779949,16.971988724538
"435",2.25059170879307,3.66234830680492,16.5926865822527
"436",2.39176736859425,3.88245687371273,16.2326394473994
"437",2.5408363191061,4.12508019481754,15.8926283987406
"438",2.69926070667725,4.3914578878033,15.5736365105563
"439",2.86848042478985,4.68296325586471,15.2768764341573
"440",3.04992870789734,5.00109393221408,15.0038229468743
"441",3.24504523032901,5.34745712776439,14.7562508011718
"442",3.45528642007255,5.72374820818005,14.5362781822757
"443",3.6821325988833,6.13172087770243,14.3464159919714
"444",3.92709142676521,6.57314673660094,14.1896229921626
"445",4.19169695774878,7.04976140071367,14.0693665276666
"446",4.47750340204527,7.56319372616147,13.9896880544245
"447",4.78607243445689,8.11487398290015,13.9552719626986
"448",5.11895258930122,8.70591610015887,13.9715151238132
"449",5.47764894038698,9.33696842896657,14.0445931048096
"450",5.86358088924494,10.008026942598,14.1815169742283
"451",6.27802549458025,10.7182046030547,14.3901719434455
"452",6.7220434054277,11.4654510321832,14.6793256424947
"453",7.19638416810325,12.2462180340686,15.0585895537062
"454",7.70136755469978,13.0550694662142,15.5383120614025
"455",8.23673774585122,13.8842391632232,16.129375957213
"456",8.80148788758842,14.7231489427913,16.8428676329021
"457",9.3936539931087,15.5579111072557,17.6895806668961
"458",10.0100797045234,16.3708571135735,18.6793148537499
"459",10.6461574454284,17.1401565545851,19.8199356363655
"460",11.2955573563441,17.8396175203291,21.1161720725898
"461",11.9499633727426,18.4387880769785,22.5681583798153
"462",12.5988458431662,18.9035032802862,24.1697692445968
"463",13.2293115868782,19.1970331157941,25.906865301982
"464",13.8260837397698,19.28197009577,27.7556508869204
"465",14.3716723753698,19.1229343078041,29.681441528721
"466",14.8467985686132,18.6900536970348,31.6382218885633
"467",15.2311240814554,17.9629936847903,33.5694105962993
"468",15.5043110417889,16.9350799094143,35.4101921706057
"469",15.6473879285514,15.6168298673952,37.0915878437207
"470",15.6443321224358,14.0380655499493,38.546104786048
"471",15.4837054651871,12.2478172357403,39.7143702566194
"472",15.1601166422425,10.3115204757465,40.551736329806
"473",14.6752570255929,8.30554740276371,41.0335952260563
"474",14.0382860633099,6.3097783296369,41.1582264487662
"475",13.2654352899426,4.39949107660463,40.9464584753409
"476",12.3788408686088,2.63809209445293,40.4381645578523
"477",11.4047659911932,1.07201057591616,39.6863787253159
"478",10.3714904496655,-0.271513676309875,38.7503355902249
"479",9.307190037068,-1.38376856859395,37.6888332928109
"480",8.2380941765018,-2.27168900984463,36.5550077679837
"481",7.18711585786716,-2.95374171647973,35.3930636808092
"482",6.17303010043247,-3.45555235150059,34.2369598100154
"483",5.21017185523916,-3.80600623440971,33.1106619282873
"484",4.30855404627428,-4.03422044146966,32.0294114778992
"485",3.47427659749988,-4.16748760832703,31.0014772704219
"486",2.71010017691719,-4.23009235462931,30.0299811631975
"487",2.01608092376254,-4.24280595417822,29.1145419251257
"488",1.39019223596847,-4.22284796177623,28.2526157389812
"489",0.828888216193996,-4.18413132654862,27.440506948107
"490",0.327586261919735,-4.13765244130557,26.6740783246417
"491",-0.118937608402795,-4.09193237964022,25.9492151883542
"492",-0.516237085526538,-4.05345221025228,25.2621029631746
"493",-0.869958597999112,-4.02705172801738,24.60937230771
"494",-1.18566791100094,-4.01627826787242,23.9881560622581
"495",-1.46872894668809,-4.02368263140294,23.3960916232366
"496",-1.72422431515957,-4.05106474009743,22.8312928381472
"497",-1.95690835765336,-4.09967419836052,22.2923078057349
"498",-2.17118494172407,-4.17037176195562,21.7780731312729
